Vmag,Plx,e_Plx,B-V,SpType
9.02,7.19,1.22,0.399,F5
9.11,5.21,1.03,0.647,G2V
5.4,8.93,1.16,1.05,G7III
9.58,11.09,1.51,0.7,K0
6.01,58.5,0.88,0.661,G3V
7.82,16.5,1.07,0.611,G5
8.28,6.28,1.11,0.602,G5
7.84,6.31,1.03,1.203,G5
7.23,5.74,0.76,0.546,F3
7.62,13.38,0.93,0.628,G5
9.24,7.14,1.3,0.403,F0
8.46,4.93,0.96,0.52,F5
11.06,32.87,2.35,1.423,M0
8.85,8.13,1.27,0.639,G5
8.32,23.07,3.48,0.9,G5
7.7,18.24,2.11,0.627,G2V
8.1,8.98,0.9,1.198,K2III
10.05,25.81,2.14,1.209,K3
9.44,21.59,1.02,0.824,K0V
7.41,5.34,0.71,1.145,K1III
6.36,3.75,0.48,-0.086,B5V
6.73,21.7,1.32,0.665,G5V
7.75,6.21,0.94,0.98,K0
7.29,5.13,0.86,-0.02,B9
8.66,32.12,1.18,1.022,K2
7.1,8.89,0.92,1.048,K1III
6.98,8.28,0.85,0.2,A2
7.39,6.5,0.97,0.107,A0
7.38,17.57,0.86,0.842,K0
7.21,3.1,0.52,0.793,A6
7.15,8.96,0.81,1.126,K1III
3.84,10.45,0.47,-0.104,B8III
8.37,4.54,0.9,0.439,F3IV
9.99,49.92,2.2,1.372,M1
8.64,10.92,0.95,0.555,F7V
7.57,5.71,0.68,0.017,A0V
7.75,6.01,1.14,0.926,K0
5.7,41.41,0.44,0.481,F6V
5.75,7.67,0.7,1.327,K2
10.63,13.37,2.16,0.979,K3V
7.83,6.62,0.67,1.088,K1III
6.86,6.49,0.81,0.168,A0
6.26,3.49,0.61,-0.152,B3IV
9.44,8.4,0.87,0.87,G8V
7.02,7.29,0.94,1.129,K2
3.11,21.64,0.99,0.978,G8III
8.75,7.6,0.94,0.309,A1
7.36,6.53,1.07,0.025,A0
9.22,7.63,1.27,0.351,F2
6.07,10.24,1.45,0.22,A3
4.87,14.4,0.66,0.142,A3IV
7.56,4.73,0.7,-0.006,A0
5.23,5.68,0.84,1.0,G8II
8.94,23.49,1.24,0.908,K0
7.89,12.91,0.96,0.551,F8
8.19,16.97,0.69,0.631,G2V
8.53,5.76,1.14,1.0,G8III
5.44,5.6,1.09,1.462,K5III
7.69,38.21,1.0,0.771,G5
6.39,14.24,0.71,0.157,A4V
7.96,9.68,1.13,0.503,F8
8.11,6.01,1.03,0.202,B9
9.36,11.09,0.88,0.58,F8V
8.16,21.68,1.78,0.711,G5
8.25,9.2,1.15,0.37,F2V
8.71,9.16,1.17,0.63,G5
6.74,12.65,0.98,0.403,F3V
9.12,6.69,0.97,0.539,F5V
8.72,12.39,1.33,0.63,G5V
8.47,7.33,0.77,0.33,A8III
4.68,8.68,0.53,-0.115,B5V
6.85,25.36,0.77,0.616,G1V
7.38,7.45,0.87,1.34,K0
8.58,18.64,1.25,0.62,G2V
7.48,23.87,0.59,0.556,F8
7.78,4.03,0.63,0.983,G8III
5.9,13.81,0.73,0.378,F3III
8.39,13.6,1.09,0.672,F8
6.84,12.89,0.85,0.344,F0
5.95,4.42,0.86,1.544,K3III
5.57,10.59,0.64,0.877,G6III
7.32,20.55,1.07,0.511,G0
5.43,20.73,0.47,0.306,F0III
7.2,5.41,0.52,-0.04,B8
8.34,5.34,0.66,0.279,A8V
7.62,10.64,1.01,0.966,G5
6.56,14.86,1.46,0.413,F3
8.88,9.08,1.08,0.506,F7V
5.72,14.21,0.78,1.125,K1IV
8.06,5.73,1.01,1.279,K1III
10.28,13.86,2.15,1.087,K5V
6.99,3.54,0.6,1.351,K3III
5.44,16.73,0.92,0.181,A7IV
8.47,4.28,0.8,0.36,F
8.16,7.96,1.12,0.42,F5
4.93,5.25,0.46,-0.182,B2IV
9.91,10.18,1.54,0.633,G5IV
10.6,60.99,3.45,1.511,M5
7.17,4.43,0.87,1.022,K0
7.04,5.6,0.93,0.91,G5
6.93,7.14,0.86,0.917,G8III
6.17,8.5,0.91,1.001,K1III
7.05,3.37,0.57,1.438,K4III
7.83,9.21,0.69,0.471,F5V
7.32,6.58,0.89,0.064,A0
6.95,8.61,1.03,0.364,F2
5.22,20.39,0.85,0.149,A5III
9.52,18.15,1.46,0.659,G0
8.99,10.06,0.85,0.533,F8
6.99,12.14,0.94,0.302,A5
7.55,6.09,1.14,1.018,K0III
7.84,16.87,0.94,0.502,F8
9.36,18.29,1.37,0.8,K0V
6.89,5.32,0.78,0.168,A2
8.67,20.26,1.29,0.756,K0
9.45,7.39,1.05,0.48,F8
7.98,6.79,0.94,-0.009,A0
8.31,9.98,1.06,0.381,F3V
7.66,4.54,0.8,0.279,A8V
8.05,4.31,0.69,0.011,B9V
5.68,20.3,0.82,0.209,F0IV
8.48,6.65,1.01,0.251,A3
7.11,6.13,0.84,1.002,K0III
8.7,7.02,0.76,0.293,A7IV
7.1,22.02,0.96,0.476,F5
7.11,8.45,1.05,0.0,A1IV
7.88,3.67,0.71,-0.119,B8
8.71,5.56,0.74,0.466,F3
8.66,7.08,1.26,0.393,F0
5.88,3.04,0.51,1.06,G8
6.68,18.94,1.22,0.386,F2
6.25,19.92,0.91,0.474,F6V
6.59,9.42,0.96,0.064,A2V
8.88,4.6,0.89,0.888,K0
8.17,9.89,0.85,0.392,F2V
9.37,10.26,1.32,0.654,G0
7.08,5.47,0.77,1.217,K2
6.56,7.51,0.9,0.021,A0
7.9,9.57,1.08,0.466,F5V
9.06,20.73,1.31,0.843,K0V
7.34,6.95,0.71,0.354,F0
8.03,5.99,1.18,0.92,K0III
8.91,5.33,0.83,0.198,A5IV
4.26,18.79,0.99,0.141,A5
7.57,4.62,0.65,1.224,K2III
8.27,5.8,1.0,0.493,F3IV
8.89,7.86,1.39,0.497,F5
9.22,48.53,1.28,1.116,M0
5.8,46.9,0.97,0.521,F7
7.59,7.07,1.09,0.222,A2
6.9,2.8,0.53,1.073,G8III
7.3,7.5,0.75,0.241,F0
7.73,7.11,0.92,0.177,A2III
7.74,5.74,0.68,0.323,F0
7.47,25.04,1.16,0.68,G2V
5.17,14.77,0.59,0.268,A
8.29,6.37,0.83,0.196,A3III
8.51,7.59,1.03,0.518,F6V
7.63,5.74,0.53,0.014,A0V
7.63,29.72,1.09,0.693,G5
7.95,17.86,1.21,0.516,F8V
9.35,21.35,1.38,0.896,K1V
8.17,11.02,1.08,0.596,G2V
10.46,37.28,6.13,1.586,K5
8.79,15.93,1.05,0.56,G0
11.85,28.57,3.01,1.447,K
7.07,6.89,0.81,0.14,F0
8.48,12.66,1.24,0.454,F5
7.95,16.27,0.99,0.649,G5
8.57,10.31,1.15,0.528,F8
8.18,7.67,1.07,0.206,A0
8.62,7.79,1.07,0.521,G0
9.66,12.37,1.72,0.481,F3
3.12,68.32,0.79,0.223,A7IV
6.24,6.91,0.68,0.997,G8III
8.56,7.62,0.73,0.564,F7
8.84,16.66,1.01,0.62,G1V
6.93,7.58,0.77,0.001,A0V
7.84,20.98,1.22,0.756,G5
8.16,8.26,0.96,0.422,F5
6.64,4.7,0.87,0.011,A0
5.17,38.2,0.47,0.417,F3V
8.15,4.98,0.78,0.511,F3
7.72,4.11,0.65,1.004,G8III
8.59,5.91,0.76,0.315,F2IV
8.91,12.04,0.76,0.566,F7V
5.23,10.19,0.75,0.913,G9III
8.31,8.16,0.72,0.278,F3
7.88,5.73,1.03,0.395,A3
6.19,25.28,0.8,0.461,F5IV
10.43,12.87,2.0,0.85,F8
6.88,17.91,0.74,0.695,G5V
7.58,5.56,0.54,0.282,A4
7.19,6.29,0.58,0.148,A3V
7.71,15.82,1.01,0.637,G0
8.41,10.84,1.05,0.506,F5V
6.96,13.2,0.74,0.43,F5V
7.53,5.22,0.61,-0.024,A0V
6.86,9.78,0.99,0.264,A2
9.12,11.04,1.42,0.498,G0V
8.97,4.44,0.84,0.38,F2IV
4.45,16.19,0.53,0.646,F
6.85,5.11,0.51,-0.064,B9V
8.55,14.07,1.03,0.5,F7
8.22,5.59,0.7,0.436,F3III
8.1,6.76,1.03,0.16,A3V
8.65,5.72,0.78,0.353,F0IV
8.31,10.28,1.31,0.445,F5
7.8,22.99,1.11,0.537,F5
6.04,3.26,0.55,-0.154,B3V
8.91,11.08,0.98,0.598,G2
9.66,7.47,0.98,0.45,F3V
8.58,5.72,0.71,0.404,F3IV
8.57,10.58,0.78,0.445,F5V
8.3,13.0,1.37,0.562,F7V
10.65,15.17,1.92,0.931,K3
8.51,9.26,1.48,0.606,G5
7.38,13.8,1.73,0.332,F0
7.57,12.01,0.99,0.283,A7
8.9,11.1,0.81,0.562,F8V
9.32,7.35,0.98,0.58,F8IV
7.11,9.77,0.84,0.363,F2III
3.96,60.86,1.3,0.463,F5V
8.08,6.56,0.93,0.181,A3IV
7.71,3.19,0.54,0.022,B9
8.53,26.58,1.18,0.776,G5
8.92,10.73,0.8,0.593,G1IV
5.8,2.59,0.49,1.211,G8II
8.78,31.29,1.45,0.839,G5
8.86,14.69,1.46,0.714,K0
12.37,40.77,6.57,1.455,M4
7.64,7.38,1.24,0.336,F0
7.93,4.17,0.76,1.01,K0III
8.2,4.79,0.77,0.21,A5IV
9.04,12.51,1.97,0.611,G0
7.49,10.02,0.89,0.341,F0
7.38,7.2,1.13,0.049,A0
9.01,15.37,1.01,0.77,G8IV
7.43,7.01,0.87,0.085,A0
7.72,6.46,0.67,0.231,A5
5.89,4.28,0.5,1.634,M1III
7.56,4.78,0.75,1.348,K2III
7.57,9.21,1.05,0.226,A5IV
6.2,8.37,0.67,1.137,K1III
8.63,24.23,1.18,0.833,K0IV
8.67,54.57,3.21,1.285,M0V
5.56,6.92,0.54,-0.135,B5V
8.87,15.58,1.15,0.673,G0
5.89,6.4,0.9,0.088,A2V
8.37,11.78,1.28,0.463,F2V
7.43,12.53,0.87,0.418,F5
8.5,12.14,0.86,0.607,G2
8.3,5.78,1.04,0.578,G0V
7.86,9.14,1.18,0.49,F5
7.93,23.23,1.01,0.651,G5
7.36,6.79,0.86,0.147,A2
6.39,15.24,0.82,0.314,A9V
8.3,6.29,1.25,0.327,F0IV
7.66,6.0,0.95,1.059,K0III
7.83,12.54,1.07,0.474,F5
7.39,6.97,0.98,-0.015,B9
5.23,7.46,0.63,-0.12,A
8.71,7.9,0.88,0.55,G0V
8.03,32.18,1.09,0.81,G5
6.07,17.03,0.88,0.243,A8V
7.25,18.15,1.23,0.498,F7V
7.19,10.61,0.96,0.313,F0
9.54,12.26,1.5,0.508,F8
8.76,5.69,0.84,0.373,A9
9.49,11.76,1.72,0.727,G8V
7.29,5.61,0.93,1.096,K0
5.64,5.32,0.85,1.163,K0III
8.56,15.05,0.89,0.524,F7V
8.68,10.49,1.34,0.669,G5
7.65,6.81,0.69,0.085,A0V
8.09,7.66,0.94,0.445,F3V
6.25,9.13,0.59,1.0,K1III
8.56,5.25,1.0,0.138,A2
11.74,48.92,4.06,1.427,K
9.23,5.04,0.81,0.386,F2
7.46,17.96,0.98,0.442,F5
7.57,6.87,0.53,0.05,A0V
4.0,26.24,0.51,0.145,A
9.6,8.88,1.56,0.561,G0
9.95,28.6,2.01,1.615,K7
9.6,10.27,1.52,0.535,F8
4.74,11.35,0.62,1.542,M3III
7.3,6.03,1.07,1.08,K1III
8.33,7.78,1.03,0.528,F8
7.8,11.16,0.85,0.299,A7V
7.3,4.35,0.66,0.028,A0V
9.53,7.95,1.56,0.566,F8
8.72,6.5,1.18,0.102,A0
6.99,9.13,0.56,0.401,F0
8.53,12.17,0.87,0.847,G8III
5.45,7.14,0.96,-0.041,A0III
5.85,4.91,0.91,1.1,K3III
8.61,6.81,0.76,0.569,F8V
8.67,9.13,1.21,0.51,F8
6.94,6.02,0.65,-0.018,B9
8.08,6.68,1.2,1.0,K0
6.87,7.64,0.85,0.078,A2
6.39,3.78,0.5,-0.074,B6V
7.97,11.48,0.99,0.573,F8
8.04,6.49,1.14,0.287,A2
8.91,9.04,1.6,0.53,G0
7.39,14.83,1.08,0.393,G0
11.23,14.83,1.08,0.393,F2V
6.53,10.84,0.9,1.04,K0
7.03,19.85,0.86,0.497,F6IV
6.93,7.88,0.56,0.305,F2IV
8.71,8.42,1.07,0.629,G1V
7.46,8.19,1.26,0.106,A0
7.87,7.71,0.61,0.134,A1V
8.75,7.49,1.16,0.469,F5
9.58,8.16,1.62,0.636,F8
7.04,33.24,0.91,0.609,G0
8.54,6.56,0.96,0.235,A3V
7.86,18.78,0.82,0.69,G0
8.39,6.62,0.8,0.53,F5V
3.57,7.71,0.83,0.007,A1V
8.28,9.14,1.11,0.417,F4V
6.83,5.05,0.87,-0.059,A0
7.81,9.42,1.24,0.475,F5
6.58,4.23,0.8,1.452,K3III
8.77,11.47,1.26,0.516,F7V
9.61,7.4,0.99,0.489,F5V
7.83,8.25,0.73,0.657,G2V
8.73,8.35,0.77,0.47,G0
8.39,4.88,0.74,0.377,F0III
8.83,4.1,0.72,0.448,F2V
7.09,11.85,0.72,0.319,F0
7.28,13.24,0.69,0.445,F3
8.41,9.47,1.16,0.673,G0
5.74,9.69,0.65,0.034,A2V
8.45,5.16,0.72,0.425,F2IV
9.02,8.84,0.94,1.043,K1
6.46,2.85,0.56,-0.155,B4V
3.75,10.55,0.53,1.174,K2III
6.67,5.39,0.98,0.022,A1V
7.91,5.6,1.06,0.311,A9
8.34,4.81,0.84,0.04,B9
9.26,20.5,1.99,0.935,G5
8.91,18.85,1.58,0.863,G5
7.8,4.9,0.69,1.14,K0III
9.64,7.96,1.56,0.507,F8
8.77,35.63,1.03,0.96,K2V
7.88,9.51,0.95,0.388,F2V
9.34,19.81,1.47,0.75,K0
7.78,4.48,0.83,1.521,M4
7.58,5.58,1.0,1.298,K2
8.67,9.32,0.91,0.531,F5V
8.9,5.78,0.99,0.619,G3V
7.29,8.77,0.97,0.148,A0
8.21,5.79,1.09,0.243,A2
7.16,6.17,0.93,0.358,F2III
7.7,5.5,1.02,0.947,G5
6.43,2.96,0.55,0.288,A8III
9.9,6.78,1.05,0.459,F8
7.99,6.46,0.95,0.484,F3V
7.6,14.23,1.02,0.453,F5
6.88,7.08,0.55,0.081,A2V
9.91,28.39,1.57,1.061,K5
8.16,5.54,0.65,0.96,K0III
6.46,12.6,0.8,0.241,A8V
7.27,10.99,1.17,0.311,A5
8.6,14.97,1.23,0.656,G5
7.37,4.83,0.91,0.995,G8III
8.0,20.84,3.52,0.488,F5
7.36,22.27,1.88,0.613,G2V
8.38,8.84,1.03,0.392,F2
9.53,5.94,0.94,0.331,F0V
6.63,5.44,0.75,1.412,K4III
4.47,7.18,0.45,0.607,F6II
6.77,19.41,0.85,0.411,F2
7.38,6.06,0.58,1.2,K2III
8.46,21.56,0.92,0.727,G0
5.48,9.37,0.75,0.475,F6II
7.78,5.05,0.71,0.117,A0
7.91,8.3,1.32,0.49,F5
7.07,8.47,0.91,0.286,F0
4.66,3.02,0.53,-0.149,B2IV
8.23,6.71,1.23,0.294,A3
7.96,20.85,0.97,0.624,G0
9.57,4.76,0.94,0.504,F7V
10.34,10.59,1.61,0.692,G0
8.32,6.55,0.89,0.33,F0V
7.74,8.25,0.9,0.371,F0
8.66,16.54,1.12,0.674,G3V
8.87,6.84,1.15,0.402,F0V
6.37,5.53,0.47,1.361,K3III
8.59,13.56,0.89,0.682,G5V
7.53,3.38,0.58,0.027,B9III
8.51,20.02,0.92,0.69,G5II
7.08,10.19,0.69,0.266,A5
7.88,5.45,1.06,0.059,A0V
10.69,26.48,1.87,1.2,K5
8.64,12.71,0.71,0.493,F6V
8.88,12.06,1.17,0.547,G
7.34,12.8,1.14,0.646,G0
8.11,7.08,0.91,0.392,F3IV
8.94,10.76,0.9,0.578,G1V
4.56,4.81,0.76,1.037,G8I
8.62,10.41,1.26,0.552,G0
9.49,11.22,1.11,0.7,G8IV
7.86,13.43,1.16,0.505,F6V
6.1,2.75,0.45,-0.132,B2IV
7.77,4.14,0.67,-0.07,B9V
10.05,13.32,1.21,0.663,G5
7.31,26.63,0.66,0.664,G5V
8.06,10.36,1.14,0.278,A2
8.42,25.83,0.91,0.768,G8V
7.54,4.09,0.58,-0.045,B8V
9.5,68.86,1.8,1.418,M0
7.87,11.95,1.08,0.498,F5V
7.55,5.29,0.96,0.928,G5
8.36,8.32,1.0,0.6,G0V
8.48,19.99,1.19,0.606,G0
6.61,24.57,0.89,0.446,F0
7.38,2.73,0.54,-0.069,B8III
8.9,5.51,1.05,0.497,F5V
6.65,6.77,0.9,1.036,K1III
7.86,8.85,1.02,0.481,F0
8.44,7.78,1.2,0.356,A2
8.18,9.46,1.16,0.669,G0
8.67,23.67,1.16,0.813,G8V
8.99,8.26,1.33,0.627,F5
8.97,4.38,0.79,0.107,A1V
7.39,7.56,1.01,1.061,G9III
7.2,5.02,0.99,0.96,K0
6.66,14.49,0.92,0.425,F2
6.61,4.2,0.51,0.974,G6
8.11,4.3,0.85,0.078,A1V
7.72,7.48,0.59,0.094,A2V
7.62,8.72,0.89,1.002,K1IV
8.51,9.86,0.75,0.416,F3V
6.39,16.97,1.3,0.453,F5V
9.92,12.05,1.06,0.645,G3V
7.39,5.04,0.84,0.983,G8III
7.81,4.91,0.96,0.214,A3III
8.15,20.65,1.09,0.626,F8
8.04,8.83,1.08,0.451,F5
8.36,9.32,0.77,0.515,F6V
10.72,25.79,4.68,1.187,K4
7.36,7.28,0.56,0.182,A2IV
10.73,26.22,2.15,1.608,M2
8.19,14.57,1.0,0.451,F5
8.02,11.54,0.83,0.465,F3V
5.23,6.74,0.91,-0.092,B8III
9.2,12.78,1.25,0.581,G3V
7.64,12.56,0.57,0.535,F7V
7.58,5.22,0.89,1.008,G8III
8.24,15.76,2.23,0.67,G0
7.04,10.69,0.91,0.192,A5
7.99,7.65,0.99,0.446,F2
7.72,25.16,0.68,0.575,G0
2.23,5.69,0.53,1.665,K4I
5.42,12.56,0.81,0.888,G8III
7.09,5.51,0.99,0.868,G5
8.92,32.74,1.05,0.985,K2
8.17,10.88,1.22,0.659,G2IV
4.62,6.69,0.7,1.594,K4
6.47,9.34,0.83,0.375,F2V
6.94,6.29,0.55,0.928,G6III
8.11,5.86,0.73,0.46,F3III
7.35,5.7,1.12,1.213,K0
7.29,11.29,0.9,0.982,K0
9.6,8.83,1.54,0.595,F2
7.99,8.12,0.62,0.481,F5IV
7.12,5.07,0.63,1.146,K0III
8.22,19.08,0.96,0.638,G3V
8.74,13.27,1.27,0.566,G5
5.15,6.54,0.6,1.514,K5III
8.81,9.06,1.18,0.495,K0
8.25,20.84,1.35,0.58,G0V
7.29,27.27,0.91,0.617,G3V
8.28,22.77,1.38,0.58,G0V
7.57,8.65,0.97,0.442,F2
9.08,6.48,0.84,0.438,F5
9.44,13.19,1.23,0.766,K0V
6.77,22.4,0.73,0.573,G0
7.4,9.79,0.75,0.233,A4
9.09,7.87,1.41,0.59,G0
8.08,12.53,1.14,0.671,G5
6.15,8.74,0.66,0.17,A4IV
6.48,8.28,0.76,1.1,K0III
8.69,5.78,0.73,0.364,F2
8.15,23.24,1.11,0.655,G5
9.88,10.24,1.73,0.645,K0
5.95,31.98,0.96,0.654,G5IV
8.08,14.31,1.15,0.521,F8
7.15,24.09,1.12,0.61,G0
5.95,52.25,0.87,0.585,F9V
10.31,44.75,1.58,1.316,K7V
4.46,34.12,0.82,0.288,A
8.31,10.28,1.12,0.649,F8
8.14,31.31,1.02,0.8,G5
8.61,8.38,0.73,0.476,F5V
8.43,5.49,0.92,0.259,A6V
9.22,8.29,1.41,0.469,G5
7.84,11.96,0.87,0.602,G0V
8.92,6.48,1.1,0.412,F3V
10.26,32.15,2.19,1.24,K6
5.73,12.52,0.81,0.0,A0
8.42,6.43,0.67,0.387,F0V
10.8,22.04,2.09,1.585,K5
7.97,9.73,0.97,0.591,G0
7.57,9.14,0.77,0.494,F5
7.42,5.75,0.97,0.999,G8III
8.72,15.47,1.16,0.664,G5
5.76,7.09,0.93,0.937,G6III
8.23,10.13,1.78,0.478,F5
8.5,5.15,0.89,0.575,F8
5.16,8.57,0.85,0.97,K0III
7.72,4.98,0.9,1.005,K0
8.62,25.86,1.16,0.767,G5
9.89,7.96,1.52,0.665,F5
9.96,47.24,2.9,1.38,M2
8.45,9.79,1.57,0.4,G0
6.67,6.37,0.74,0.924,G8
5.47,5.08,1.01,1.002,G8II
8.46,9.35,1.34,0.506,F8
7.95,9.67,0.97,0.257,A5
9.6,16.8,1.01,0.82,G8IV
7.47,5.95,1.08,1.284,K2
8.94,4.11,0.78,0.427,F0IV
6.48,6.35,0.55,0.17,A9V
7.93,4.96,0.66,1.057,G8III
6.48,26.54,0.87,0.355,F2
7.07,15.11,0.81,0.982,K1IV
8.9,7.3,1.25,0.615,F5
9.66,8.34,1.55,0.661,G5
7.61,8.9,0.97,0.36,F0III
8.34,19.93,1.13,0.665,G5
9.5,15.09,1.48,0.765,G2V
5.59,15.35,0.67,0.179,A4IV
6.19,10.73,0.55,1.023,K1III
9.59,11.09,1.38,0.651,G0
9.39,16.16,1.13,0.693,G5
7.3,12.88,0.56,0.443,F3V
7.94,6.58,0.97,0.235,A5
6.98,11.63,0.84,0.335,F0V
8.38,6.42,0.68,0.478,F5IV
7.77,15.8,0.89,0.46,F5
9.1,8.09,0.97,0.656,G5
7.88,5.04,0.93,0.241,A5
8.2,6.02,1.13,0.49,F5
6.04,7.76,0.83,0.89,G8III
7.46,6.45,1.03,0.885,K0
6.53,7.85,0.77,0.001,A0V
4.8,48.87,0.62,0.489,F7IV
8.35,10.39,1.06,0.443,F5
10.08,28.97,1.48,1.25,K5
7.64,6.15,1.08,0.282,F0
7.66,8.74,1.18,0.286,A2
8.12,8.35,1.1,0.553,F8
9.54,11.04,1.33,0.787,G5
8.05,10.15,1.02,0.434,F3V
8.0,13.03,1.1,0.435,F5
6.04,8.21,0.98,1.373,M6
7.57,4.9,0.59,1.096,G8
8.0,6.79,1.1,0.18,A4V
7.86,3.52,0.55,0.149,A1V
9.26,12.67,1.96,0.815,K0V
8.04,9.02,1.14,0.36,F0
4.67,26.79,0.68,0.381,A
7.02,6.2,0.62,0.055,A0V
3.43,7.79,0.47,-0.19,B2IV
7.71,13.84,0.79,0.444,F5
7.02,5.79,0.74,1.025,K0
8.56,5.01,0.8,0.543,F7V
8.39,7.06,0.76,0.33,F0
8.75,6.06,1.09,0.971,G5
7.88,3.88,0.7,0.314,A8
8.59,4.41,0.84,0.081,A0V
9.55,24.8,0.99,1.035,K3V
6.37,12.95,0.56,0.385,F2
9.4,13.84,1.41,0.879,G5
3.96,6.53,0.47,-0.18,B3IV
10.21,11.73,1.96,0.758,K0
10.21,17.21,1.16,1.132,K5
10.94,39.89,2.32,1.402,M0
7.6,4.55,0.66,0.145,A3V
5.78,2.85,0.51,-0.218,B2IV
6.73,7.39,0.54,-0.052,B9V
7.76,5.97,0.72,1.08,K0III
7.45,7.73,0.59,0.494,F5V
7.1,7.78,0.79,1.057,K0III
10.0,12.91,1.76,0.985,K0
9.9,10.56,1.67,0.756,K0
6.34,19.65,0.8,0.328,A9IV
8.91,8.76,0.96,0.44,F3V
6.69,8.41,0.84,0.033,A0
6.87,6.94,0.92,0.087,A0
7.24,8.42,0.58,0.402,F2IV
5.72,10.85,0.74,0.977,G8III
9.1,6.88,1.36,0.382,F2
7.55,5.5,0.92,0.228,A3
9.18,11.67,1.26,0.48,G0
6.13,8.95,0.51,1.09,K1III
6.14,8.68,0.87,-0.01,A0V
6.66,11.63,0.61,0.442,F3
6.49,48.83,0.92,0.731,G9V
7.92,5.23,0.98,0.257,A0
8.68,7.18,1.2,0.314,F5
6.76,4.34,0.74,-0.003,A0V
7.49,15.6,0.55,0.556,F6V
6.1,12.1,0.86,0.232,A3
7.65,27.2,1.06,0.794,G5
5.56,5.23,0.68,-0.107,B8V
8.67,8.62,1.04,0.574,G0V
8.25,12.38,1.14,0.813,G5
8.57,13.45,1.16,0.546,F7V
8.79,12.25,1.32,0.571,F8
7.88,5.43,0.61,0.091,A0
8.43,12.28,1.13,0.609,G0
6.36,5.9,0.55,-0.044,B9V
8.71,10.14,1.35,0.654,G5
8.62,7.06,1.25,0.515,F5
5.54,6.87,0.46,0.846,G6II
8.07,15.91,1.49,0.2,F5
9.38,7.91,0.85,0.515,F7V
8.84,12.45,1.37,0.559,F8
7.27,5.4,0.62,-0.054,B9V
1.67,29.34,0.47,0.07,A2IV
7.89,3.61,0.71,1.422,K0
6.27,6.95,0.58,1.25,K2III
7.61,11.1,0.9,0.396,F0
9.69,9.02,1.24,0.632,G3V
7.74,3.96,0.61,1.004,G8III
7.23,11.48,0.89,0.279,A2
6.31,4.56,0.59,0.018,A0V
8.12,4.0,0.65,1.082,G8III
6.61,4.07,0.6,1.52,K5III
5.92,5.88,0.51,-0.051,B9V
6.48,6.57,0.84,0.046,A2V
7.54,16.59,1.4,0.573,F8
7.48,11.33,0.84,0.447,F2
8.01,18.66,0.76,0.582,G2V
8.04,9.27,0.96,0.232,A5V
7.39,7.43,0.89,0.969,K0III
5.3,5.69,0.82,-0.13,B8III
7.55,9.63,0.81,0.96,G5
8.91,6.79,1.16,0.253,A4V
9.71,26.69,1.43,1.045,K5V
8.9,9.57,0.76,0.464,F5V
6.46,5.75,0.96,0.958,G6
6.52,6.95,0.66,0.962,G8III
9.56,7.38,1.39,0.483,F5
7.45,5.64,0.57,0.039,B9
8.03,9.48,0.73,0.441,F3V
5.85,6.26,0.55,-0.113,B6IV
9.77,19.16,1.51,0.886,K3
7.91,13.59,0.66,0.659,G1V
8.51,9.23,0.83,0.494,F6
8.3,17.61,1.11,0.654,G5
7.95,7.48,0.91,0.367,F2V
5.26,5.11,0.49,0.98,G8II
8.37,9.42,1.01,0.398,F2
9.33,7.37,0.99,0.516,F5
5.18,51.12,0.72,0.605,F9V
6.61,6.75,0.79,1.4,K1III
3.89,25.34,0.97,-0.06,B9
7.65,5.32,0.91,1.171,K1III
7.04,6.2,0.53,1.068,K0III
7.64,161.59,5.23,1.41,M0V
5.24,5.86,0.54,-0.137,B4V
7.7,159.48,6.61,1.42,K2
8.82,7.31,1.17,0.888,G8V
6.92,5.39,0.94,1.259,K3III
8.07,6.13,0.63,0.353,F0V
8.2,5.99,1.08,0.266,A0
8.72,3.85,0.75,1.169,K0III
7.55,6.65,0.65,0.198,A5IV
8.64,11.95,0.91,0.568,G0IV
7.86,5.57,0.63,1.022,K1III
6.8,7.24,0.61,1.132,K0III
7.8,6.82,0.92,1.187,K2
9.0,9.31,0.96,0.528,F6
7.28,5.72,0.65,0.037,A0V
8.88,15.82,1.26,0.62,G0
7.91,54.25,1.14,1.035,K0
10.14,11.99,1.86,0.801,G5
5.85,5.2,0.57,0.827,K0
7.4,4.9,0.86,1.029,K0III
6.75,19.79,0.97,0.367,F2
8.8,6.33,0.81,0.515,F8
8.87,4.5,0.77,0.068,A0V
8.36,10.06,1.19,0.936,K0
9.0,19.36,1.3,0.68,G0
8.89,10.13,1.09,0.53,G0
8.05,20.56,0.98,0.693,G5
5.36,4.65,0.88,1.319,K1III
5.98,7.17,0.9,0.839,G6III
10.04,11.42,2.11,0.69,K0
7.27,7.3,0.71,0.293,F0
6.02,6.24,0.52,-0.101,B7IV
6.3,11.1,0.55,0.339,F2III
6.96,7.15,0.9,0.315,F0
6.32,9.38,1.1,0.013,A0V
8.82,7.7,0.77,0.413,F2
6.84,3.98,0.69,1.311,K2III
6.32,2.97,0.53,1.037,G8II
4.92,14.49,0.54,1.084,K1III
7.56,8.33,0.97,0.146,A3IV
8.28,5.49,1.04,0.101,A0
4.63,19.69,0.55,0.473,F3
7.96,6.43,1.16,0.242,A2
5.28,4.79,0.68,1.568,K5III
5.93,11.21,0.6,0.179,F0III
7.8,6.75,1.1,0.358,F0
8.64,7.88,1.28,0.499,F5
